,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,mae_mean,mae_std,rmse_mean,rmse_std,train_mae_mean,train_mae_std,train_rmse_mean,train_rmse_std,overfit_gap_%
187,0.8827108867541783,0.08352095395047493,0.0602857648864953,14,11,900,1.7836602652000084,0.8134047701198782,2771.1899303717105,5.77258404295029,7722.846696035541,127.45060944481385,1190.6182087644386,21.813761787792412,2526.581061270372,86.80813846758251,132.7521878946826
43,0.8951587666783074,0.27717702625570034,0.19351622387030568,12,3,800,2.8301860524703812,0.6634585790569963,2779.8452762713982,5.721023879737613,7820.272314582606,142.20157364246313,775.1358237484088,16.10526468110657,1517.524064258478,44.265227148851174,258.626861396832
397,0.7446841019438323,0.4746043134352561,0.19964784975593722,10,5,1000,3.903659266004505,0.8833958789971189,2782.122086465313,13.19188338084942,7689.645328793383,149.5181089534239,974.7199428421292,19.282725778449663,1860.407089814037,51.199621161561254,185.4278407757909
51,0.9509888054108212,0.3675355219019429,0.25104427911545457,14,4,500,2.117354711540593,0.8274081134999833,2782.2546377164576,11.298111620073795,8102.104189974704,104.59013667519159,518.7995792635855,15.757478371708311,1222.757767145573,39.31291320669286,436.2869880630498
125,0.8880810326529183,0.05328936506433718,0.0520055615981347,14,6,600,2.9870655108515414,0.8402067441734613,2782.7218052200637,5.284466468813029,7787.596633830974,131.11236828455617,1244.8830201115709,15.156643573130609,2609.043630716628,61.17201190687386,123.5327946693872
369,0.8686569126184118,0.2911043798841156,0.3070626680762864,12,5,800,2.7224116640013145,0.9851073401012824,2783.2752532478976,5.220719274273275,7954.655780403703,82.34214037441258,377.51394441136955,6.663255449168524,1104.4541044278278,29.117835587641192,637.2642241302264
424,0.7484451753720511,0.46038330423167867,0.1853346729272278,14,7,300,4.325966736989056,0.9661028739671292,2788.0605258642486,7.54567605458129,7821.098060777579,164.3072968755042,948.5311617645771,16.839174693555016,1961.12780054214,32.414209354082175,193.93452089413142
392,0.7448705019194913,0.3615641369412771,0.07016807532189487,12,6,900,1.5197125612751368,0.69216666484694,2790.837174059407,4.412178572003764,7604.247828882141,122.46964839894798,1286.9331057096435,25.350026445481184,2542.2422152874046,82.23013870347518,116.85953696252747
276,0.7938785148520188,0.08288727008163788,0.2937094441000847,14,2,500,2.311477805003036,0.7647062166338034,2792.6262701856194,5.092234032007796,8057.923276612612,106.74407765264202,482.2494609919393,9.51970846446658,1187.024027579324,32.13877541604379,479.0833367530291
166,0.937913291246755,0.38051199547149944,0.19786609648942463,10,3,800,3.9826864548808816,0.7926089406050201,2796.5369216919935,3.9393044424314927,7741.1234236703485,165.72450503454968,1044.093112511686,33.182658304911406,1949.0241584235391,74.52897316802,167.84363273545617
376,0.6547996252214685,0.4974906846625465,0.16816979822617378,11,9,800,4.7571490518091615,0.9979277175863804,2797.139943789141,11.482619131310377,7638.611216814833,172.5213712822572,1098.0188436136634,7.678141962675195,2226.125088544403,25.834213372235645,154.74425690032248
322,0.8404296667200932,0.3527929313219123,0.21652150554764107,12,2,800,2.1526466923110377,0.6570376576327634,2799.7871407083603,4.40613172371161,7934.45867498624,90.2699595554451,710.9732383286902,18.291351025115056,1416.2480648442913,41.223249989590585,293.7964173292821
15,0.782613828193164,0.1092202186084168,0.13495298436110986,12,7,1000,0.5502596226383838,0.6911740650167767,2801.483023409872,13.49353922213311,7735.829959795167,98.99012589207368,957.8070117640685,37.99055727875625,1832.1781824248021,84.67976892525805,192.48929993216072
7,0.9706635463175177,0.36363599792821044,0.1079622306417506,12,8,900,1.9433864484474102,0.7085396127095583,2807.6267508616006,4.178725726143389,7722.853602631068,166.3337256853577,1131.7366098385237,47.940925955191034,2203.9616823683414,118.46889590570808,148.0812873290538
50,0.8726454675891159,0.17031228473212,0.08820835847077092,12,4,500,3.483685826820753,0.8515771387119535,2808.5123677935712,1.6919778175077755,7806.487593736049,124.5563388428479,1271.0041448273917,18.170792460858056,2519.517959665138,46.25401477038648,120.9679944179081
252,0.6367483550840178,0.48256487106349827,0.1565182390194819,12,12,900,2.067082246476307,0.9032740044306149,2812.5887466932995,11.687835372151156,7667.010377266019,173.83636575178716,988.9805298363912,19.089331635916977,1977.483177686453,47.503947497187475,184.392731893174
140,0.6150387092825044,0.23989066342825238,0.18422716216819832,14,10,1000,2.088833910836669,0.768542800910828,2814.3625897477173,9.74063467916629,7736.656658948687,158.13247000185413,670.5213781672539,24.248517232024813,1438.1398572904006,50.32356410505072,319.7274958540854
234,0.7416944961779098,0.26275231098432,0.1544904539604587,12,5,900,3.846524468206699,0.6044125057714589,2815.2267683301525,9.594398660265027,7688.660162896803,165.80574112012945,1011.1940716624161,35.7006773558461,1924.9986629689065,84.09641772839423,178.4061781238376
152,0.8085041248721659,0.43408040202577347,0.08358565967660037,14,13,600,1.1934501565050875,0.9720361402038955,2819.3001602848435,10.437584276387183,7756.616768654921,127.53976527458137,1240.9978687410269,17.49197134557433,2657.148508529874,70.76551825007591,127.18009686390354
147,0.9263332499962471,0.11222028591833033,0.07714528444678692,14,9,800,2.9004310391890558,0.6365947349591019,2819.3885554000294,2.374702074411688,7750.1916075069375,137.14960439766378,1255.2885307030936,28.535981576001504,2633.084524285579,104.8988535907508,124.60083769114622
